"PATH","TRACKING_STATE","FIRST_OBSERVED_CONTEXT","LIKELY_WORKSTREAM","RELATED_WOP","RELATED_GATE","RELATED_MISSION","RELATED_EVIDENCE","RELATED_COMPLETION_REPORT","RELATED_PUBLICATION_MANIFEST","RELATED_COMMIT_HISTORY","CURRENT_AUTHORITATIVE_OWNER","CONTENT_UNIQUE","REPRODUCIBLE","SUPERSEDED_BY","VALIDATION_STATE","PROPOSED_DISPOSITION","RATIONALE"
"engineering/evidence/operation-beta/CANONICAL-WOP-ZEUS-LIFECYCLE-INTEGRATION-ASSESSMENT.md","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","CAGF-01 canonical WOP implementation preparation","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/CANONICAL-WOP-ZEUS-LIFECYCLE-INTEGRATION-ASSESSMENT.md","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/evidence/operation-beta/CM-01-CM-06-CANONICAL-ZEUS-ROADMAP-INTEGRATION-ASSESSMENT.md","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","CM roadmap integration assessment","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/CM-01-CM-06-CANONICAL-ZEUS-ROADMAP-INTEGRATION-ASSESSMENT.md","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/evidence/operation-beta/EENS-CURRENT-STATE-AND-DEVELOPMENT-ROADMAP-ASSESSMENT.md","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","EENS roadmap assessment","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/EENS-CURRENT-STATE-AND-DEVELOPMENT-ROADMAP-ASSESSMENT.md","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/evidence/operation-beta/EMP-CENTRALIZED-ENGINEERING-MANAGEMENT-PLATFORM-ASSESSMENT.md","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","EMP roadmap assessment","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/EMP-CENTRALIZED-ENGINEERING-MANAGEMENT-PLATFORM-ASSESSMENT.md","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/evidence/operation-beta/OB-CAGF-G01-IMPLEMENTATION-SPECIFICATION.md","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","CAGF-01 canonical WOP implementation preparation","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/OB-CAGF-G01-IMPLEMENTATION-SPECIFICATION.md","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/evidence/operation-beta/OPERATION-BETA-CANONICAL-GATE-CATALOG.yaml","tracked_modified","pre-existing dirty work recorded in candidate STARTING-BASELINE","Operation Beta authority/roadmap reconciliation","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/OPERATION-BETA-CANONICAL-GATE-CATALOG-DERIVATION-ASSESSMENT.md + OB-CAGF-G01-IMPLEMENTATION-SPECIFICATION.md","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/evidence/operation-beta/OPERATION-BETA-CONVERGENCE-AUTHORITY-AND-ROADMAP-RECONCILIATION.md","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","Operation Beta authority/roadmap reconciliation","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/OPERATION-BETA-CONVERGENCE-AUTHORITY-AND-ROADMAP-RECONCILIATION.md","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/evidence/operation-beta/OPERATION-BETA-INDEPENDENT-MISSION-AUTHORITY-AND-CONTROLLED-DOCUMENT-RECONCILIATION.md","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","Operation Beta authority/roadmap reconciliation","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/OPERATION-BETA-INDEPENDENT-MISSION-AUTHORITY-AND-CONTROLLED-DOCUMENT-RECONCILIATION.md","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/evidence/operation-beta/OPERATION-BETA-MISSION-CONVERGENCE-AND-EXECUTION-PATH-ASSESSMENT.md","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","Operation Beta authority/roadmap reconciliation","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/OPERATION-BETA-MISSION-CONVERGENCE-AND-EXECUTION-PATH-ASSESSMENT.md","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/evidence/operation-beta/P5-G7-BETA-04-CAGF-01-AUTHORITATIVE-POSITION-AND-MISSION-ORDERING-ASSESSMENT.md","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","Operation Beta authority/roadmap reconciliation","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/P5-G7-BETA-04-CAGF-01-AUTHORITATIVE-POSITION-AND-MISSION-ORDERING-ASSESSMENT.md","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/evidence/operation-beta/WOP-MANAGED-HANDOFF-CONVERGENCE-ASSESSMENT.md","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","Operation Beta authority/roadmap reconciliation","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/WOP-MANAGED-HANDOFF-CONVERGENCE-ASSESSMENT.md","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/evidence/operation-beta/ZEUS-CM-EENS-EMP-INTEGRATED-ROADMAP-RECONCILIATION-ASSESSMENT.md","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","Operation Beta authority/roadmap reconciliation","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/ZEUS-CM-EENS-EMP-INTEGRATED-ROADMAP-RECONCILIATION-ASSESSMENT.md","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/evidence/operation-beta/beta-test-runtime-source-corrective-001/CORRECTIVE-RECORD.md","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","Beta historical runtime/test-source corrective","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/beta-test-runtime-source-corrective-001/CORRECTIVE-RECORD.md","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/evidence/operation-beta/phase-5-capability-reconciliation-001/PHASE-5-CAPABILITY-RECONCILIATION-REPORT.md","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","Phase 5 capability reconciliation","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/phase-5-capability-reconciliation-001/PHASE-5-CAPABILITY-RECONCILIATION-REPORT.md","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/evidence/operation-beta/roadmap-classification-recording-corrective-001/PROC-0009-REPOSITORY-RECONCILIATION-REPORT.md","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","Operation Beta roadmap/planning recording maturity","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/roadmap-classification-recording-corrective-001/PROC-0009-REPOSITORY-RECONCILIATION-REPORT.md","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/evidence/operation-beta/roadmap-classification-recording-corrective-001/ROADMAP-CLASSIFICATION-RECORDING-CORRECTIVE-COMPLETION-REPORT.md","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","Operation Beta roadmap/planning recording maturity","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/roadmap-classification-recording-corrective-001/ROADMAP-CLASSIFICATION-RECORDING-CORRECTIVE-COMPLETION-REPORT.md","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/evidence/operation-beta/roadmap-procedure-maturity-inspection-001/ROADMAP-PROCEDURE-MATURITY-INSPECTION-REPORT.md","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","Operation Beta roadmap/planning recording maturity","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/roadmap-procedure-maturity-inspection-001/ROADMAP-PROCEDURE-MATURITY-INSPECTION-REPORT.md","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/evidence/operation-beta/roadmap-recording-procedure-evaluation-001/ROADMAP-RECORDING-PROCEDURE-EVALUATION-REPORT.md","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","Operation Beta roadmap/planning recording maturity","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/roadmap-recording-procedure-evaluation-001/ROADMAP-RECORDING-PROCEDURE-EVALUATION-REPORT.md","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/evidence/operation-beta/wop-contract-convergence-001/WOP-M1-CANONICAL-CONTRACT-CONVERGENCE-COMPLETION-REPORT.md","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","WOP package maturity and contract convergence","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/wop-contract-convergence-001/WOP-M1-CANONICAL-CONTRACT-CONVERGENCE-COMPLETION-REPORT.md","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/evidence/operation-beta/wop-package-maturity-assessment-001/WOP-PACKAGE-MATURITY-ASSESSMENT.md","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","WOP package maturity and contract convergence","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/wop-package-maturity-assessment-001/WOP-PACKAGE-MATURITY-ASSESSMENT.md","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/metadata/operational-alpha-emm.yaml","tracked_modified","current starting snapshot; qualified candidate manifest","WOP submission authority convergence","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/{COMPLETION-REPORT.md,PUBLICATION-CANDIDATE-MANIFEST.md,VALIDATION-OUTPUT.md}","completion/evidence record","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/PUBLICATION-CANDIDATE-MANIFEST.md","HEAD e7e77eb; file history and reflog checked","WOP submission authority convergence candidate","YES","NO","","not superseded","focused qualification PASS; full validation failures classified in candidate evidence","publish in exact authority-convergence candidate commit","Exact manifest path; overlap files require hunk review"
"engineering/operations/authority-ownership-specification.md","tracked_modified","current starting snapshot; qualified candidate manifest","WOP submission authority convergence","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/{COMPLETION-REPORT.md,PUBLICATION-CANDIDATE-MANIFEST.md,VALIDATION-OUTPUT.md}","completion/evidence record","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/PUBLICATION-CANDIDATE-MANIFEST.md","HEAD e7e77eb; file history and reflog checked","WOP submission authority convergence candidate","YES","NO","","not superseded","focused qualification PASS; full validation failures classified in candidate evidence","publish in exact authority-convergence candidate commit","Exact manifest path; overlap files require hunk review"
"engineering/operations/repository-authority-model.md","tracked_modified","current starting snapshot; qualified candidate manifest","WOP submission authority convergence","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/{COMPLETION-REPORT.md,PUBLICATION-CANDIDATE-MANIFEST.md,VALIDATION-OUTPUT.md}","completion/evidence record","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/PUBLICATION-CANDIDATE-MANIFEST.md","HEAD e7e77eb; file history and reflog checked","WOP submission authority convergence candidate","YES","NO","","not superseded","focused qualification PASS; full validation failures classified in candidate evidence","publish in exact authority-convergence candidate commit","Exact manifest path; overlap files require hunk review"
"engineering/operations/zeus-mission-admission-runtime.md","tracked_modified","current starting snapshot; qualified candidate manifest","WOP submission authority convergence","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/{COMPLETION-REPORT.md,PUBLICATION-CANDIDATE-MANIFEST.md,VALIDATION-OUTPUT.md}","completion/evidence record","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/PUBLICATION-CANDIDATE-MANIFEST.md","HEAD e7e77eb; file history and reflog checked","WOP submission authority convergence candidate","YES","NO","","not superseded","focused qualification PASS; full validation failures classified in candidate evidence","publish in exact authority-convergence candidate commit","Exact manifest path; overlap files require hunk review"
"engineering/operations/zeus-operational-alpha-progress.md","tracked_modified","current starting snapshot; qualified candidate manifest","WOP submission authority convergence","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/{COMPLETION-REPORT.md,PUBLICATION-CANDIDATE-MANIFEST.md,VALIDATION-OUTPUT.md}","completion/evidence record","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/PUBLICATION-CANDIDATE-MANIFEST.md","HEAD e7e77eb; file history and reflog checked","WOP submission authority convergence candidate","YES","NO","","not superseded","focused qualification PASS; full validation failures classified in candidate evidence","publish in exact authority-convergence candidate commit","Exact manifest path; overlap files require hunk review"
"engineering/operations/zeus-operational-runtime.md","tracked_modified","current starting snapshot; qualified candidate manifest","WOP submission authority convergence","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/{COMPLETION-REPORT.md,PUBLICATION-CANDIDATE-MANIFEST.md,VALIDATION-OUTPUT.md}","completion/evidence record","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/PUBLICATION-CANDIDATE-MANIFEST.md","HEAD e7e77eb; file history and reflog checked","WOP submission authority convergence candidate","YES","NO","","not superseded","focused qualification PASS; full validation failures classified in candidate evidence","publish in exact authority-convergence candidate commit","Exact manifest path; overlap files require hunk review"
"engineering/operations/zeus-operator-interface.md","tracked_modified","current starting snapshot; qualified candidate manifest","WOP submission authority convergence","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/{COMPLETION-REPORT.md,PUBLICATION-CANDIDATE-MANIFEST.md,VALIDATION-OUTPUT.md}","completion/evidence record","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/PUBLICATION-CANDIDATE-MANIFEST.md","HEAD e7e77eb; file history and reflog checked","WOP submission authority convergence candidate","YES","NO","","not superseded","focused qualification PASS; full validation failures classified in candidate evidence","publish in exact authority-convergence candidate commit","Exact manifest path; overlap files require hunk review"
"engineering/work-orders/WOP-OB-CAGF-G01-CANONICAL-001/canonical-c7a90c8854c170474d210594/bootstrap.md","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","CAGF-01 canonical WOP implementation preparation","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","current/historical repository references checked","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/work-orders/WOP-OB-CAGF-G01-CANONICAL-001/canonical-c7a90c8854c170474d210594/gates.yaml","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","CAGF-01 canonical WOP implementation preparation","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","current/historical repository references checked","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/work-orders/WOP-OB-CAGF-G01-CANONICAL-001/canonical-c7a90c8854c170474d210594/manifests/immutable-manifest.yaml","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","CAGF-01 canonical WOP implementation preparation","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","current/historical repository references checked","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/work-orders/WOP-OB-CAGF-G01-CANONICAL-001/canonical-c7a90c8854c170474d210594/mission.yaml","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","CAGF-01 canonical WOP implementation preparation","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","current/historical repository references checked","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/work-orders/WOP-OB-CAGF-G01-CANONICAL-001/canonical-c7a90c8854c170474d210594/roadmap.md","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","CAGF-01 canonical WOP implementation preparation","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","current/historical repository references checked","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/work-orders/WOP-OB-CAGF-G01-CANONICAL-001/canonical-c7a90c8854c170474d210594/source-wop.yaml","untracked_regular","pre-existing dirty work recorded in candidate STARTING-BASELINE","CAGF-01 canonical WOP implementation preparation","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","current/historical repository references checked","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"scripts/lib/emp/canonical_runtime_mission.py","tracked_modified","pre-existing dirty work recorded in candidate STARTING-BASELINE","P5-G5 execution-start projection follow-on","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/{p5-g5-execution-start-foundation-completion-report.md,p5-g5-post-publication-execution-start-provenance-reconciliation-completion-report.md}","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"scripts/lib/emp/codex_adapter.py","tracked_modified","current starting snapshot; qualified candidate manifest","WOP submission authority convergence","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/{COMPLETION-REPORT.md,PUBLICATION-CANDIDATE-MANIFEST.md,VALIDATION-OUTPUT.md}","completion/evidence record","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/PUBLICATION-CANDIDATE-MANIFEST.md","HEAD e7e77eb; file history and reflog checked","WOP submission authority convergence candidate","YES","NO","","not superseded","focused qualification PASS; full validation failures classified in candidate evidence","publish in exact authority-convergence candidate commit","Exact manifest path; overlap files require hunk review"
"scripts/lib/emp/execution_monitoring.py","tracked_modified","pre-existing dirty work recorded in candidate STARTING-BASELINE","Legacy lifecycle reconciliation follow-on","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/legacy-pre-mission-contract-lifecycle-reconciliation-001/COMPLETION-REPORT.md","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"scripts/lib/emp/mission_verification_controller.py","tracked_modified","pre-existing dirty work recorded in candidate STARTING-BASELINE","P5-G5 execution-start projection follow-on","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/{p5-g5-execution-start-foundation-completion-report.md,p5-g5-post-publication-execution-start-provenance-reconciliation-completion-report.md}","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"scripts/lib/emp/stage1_runtime.py","tracked_modified","current starting snapshot; qualified candidate manifest","WOP submission authority convergence","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/{COMPLETION-REPORT.md,PUBLICATION-CANDIDATE-MANIFEST.md,VALIDATION-OUTPUT.md}","completion/evidence record","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/PUBLICATION-CANDIDATE-MANIFEST.md","HEAD e7e77eb; file history and reflog checked","WOP submission authority convergence candidate","YES","NO","","not superseded","focused qualification PASS; full validation failures classified in candidate evidence","publish in exact authority-convergence candidate commit","Exact manifest path; overlap files require hunk review"
"scripts/lib/emp/wop_admission.py","tracked_modified","current starting snapshot; qualified candidate manifest","WOP submission authority convergence","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/{COMPLETION-REPORT.md,PUBLICATION-CANDIDATE-MANIFEST.md,VALIDATION-OUTPUT.md}","completion/evidence record","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/PUBLICATION-CANDIDATE-MANIFEST.md","HEAD e7e77eb; file history and reflog checked","WOP submission authority convergence candidate","YES","NO","","not superseded","focused qualification PASS; full validation failures classified in candidate evidence","publish in exact authority-convergence candidate commit","Exact manifest path; overlap files require hunk review"
